Why Real Stablecoins Don't Pay Yield | Interview w James & Marco at USDM | Dose of Alpha - Ep. 16
Time	Subtitle	Machine Translation
29:00	think it helps for an institutional framework, but like for individuals,	制度的な枠組みには役立たないと思う けど、個人にとっては役に立つと思う
29:04	yes. Like I do think that type of structure is is a really cool idea. Um,	。 …ああいう 構造は本当に素晴らしいアイデアだと思う。 ええと、
29:08	and like keep it yield bearing up until the last second essentially. Like I I	基本的には最後の瞬間まで利回りを維持するということです。 私は
29:11	love that idea. >> It's really smart. Yeah. Especially with	そのアイデアが大好きです。 それは本当に賢い。 うん。 特に、シームレスで、
29:13	the payment rails that are like like it's seamless and it's and you know the	-
29:17	the ability to carry like a little bit of a balance sheet for these um card	カードアプリケーションのために少しのバランスシートを保持できるような決済レールに関しては、
29:20	applications like the neo banks obviously everybody's kind of racing to	ネオバンクのように、 誰もが
29:24	that space with the with the brain and etherfine now. Um what was it? Athena	ブレインやイーサファインを使ってその分野に競い合っています 。 えっと、何でしたっけ？ アテナは
29:28	Pay yesterday. Athena. Yes. >> Yeah. It's wild. It's wild. It	昨日支払いました。 アテナ。 はい。 うん。 すごいね。 すごいね。 それは
29:33	>> That's a It's a really smart move. And either either you sell to swipe your	本当に賢い動きだ。 そして、
29:37	card or you borrow to swipe your card. I think like that there was a chain.com	カードをスワイプするために売るか、カードを借りるかのどちらかです。
29:42	like 2014 2015 they raised a a bucket of money to do this and and now we're	2014年か2015年頃にchain.comという会社があって、彼らはこのために多額の 資金を集め、今まさにそれが実現しようとしているのを目にしていると思います。つまり、私は
29:47	actually see it come to fruition, which is like I hold my Apple stock, I swipe	Apple株を保有していて、
29:50	my card, I borrow against my Apple stock or I sell depending upon my settings and	カードをスワイプして、Apple株を担保に借り入れたり、 設定に応じて売却したりできるということです。
29:54	that's it. >> That's smart. That's it's the right way	それだけです。 それは賢明だ。 それが正しいやり方だ
29:55	to do it. You do have to hope that you're getting best execution if you're	。
29:59	selling underneath the hood. The borrow rate is legit. But like you said all	裏側を売る場合、最良の実行結果が得られることを願うしかない。 借入 金利は適正です。 でも、あなたが言った通りですよね
30:02	that stuff up, right? It is a much better UI or really UX, right? Like then	？ これは UI、いやUXがずっと良くなったと言えるでしょう？ その時、
30:06	we've seen. So I like I love the way things are going. Like I said, I think	私たちはそれを見てきました。 だから、今の状況はとても気に入っています 。 前にも言ったように、
30:10	RWAS are good and they're going to here to stay. They were done wrong initially.	RWASは良いチームだと思うし、今後も 存続していくと思う。 当初のやり方が間違っていた。
30:13	I think they're they're moving in the right direction now.	彼らは 今、正しい方向に進んでいると思う。 まだ
30:15	>> I still too permissioned and it was too too OTC, right? Yes.	許可が下りていないし、あまりにも OTCすぎたよね？ はい。
30:20	>> Very limited amount of flow, right? It's like if if blockchain is like the	流量が非常に限られているんですよね？ ブロックチェーンが
30:25	world's best secondary market, you got to let the secondary market like	世界最高の二次市場だとすれば、 二次市場の
30:28	liquidity flow otherwise, but then you get into like all these regulatory	流動性を確保する必要があるが、そうすると 規制の
30:31	stuff. It's a challenge. RWS are a big challenge. I right now I'm thinking like	問題に巻き込まれてしまう。 それは難しい課題だ。 RWSは大きな 課題です。 今のところ、一番
30:35	that's the one that's going to be the hardest on the longest time horizon to	長期的に見て、
30:39	to kind of figure that out. But, uh, you know, Robin Hood speedrunning it. If	それを解明するのが一番難しいだろうと思っています。 でも、ほら、 ロビン・フッドがスピードランでクリアするんだよ。 もし
30:42	they can continue to do that with this tokenized meme stocks, I mean, you know,	彼らがこの トークン化されたミーム株でそれを続けられるなら、まあ、ほら、
30:45	petty stocks have been around forever. There's there's a lot of volume. There's	くだらない株は昔からあるからね。 音量がかなり大きいですね。
30:48	a lot of volatility. But, uh, let's see. They're the memes like right they really	変動性が非常に高い。 でも、ええと、見てみましょう。 まさに ミームですね。本当にそうです。
30:52	are. >> Yeah.	うん。
30:54	>> Yeah. Exactly. >> But guys, what's on your road map? Um	うん。 その通り。 皆さん、今後の計画はどのようなものですか？
30:57	how is Manetta going to grow, scale? What are you guys building, deploying,	マネッタはどのように成長、規模拡大していくのでしょうか？ 皆さんはどんなものを開発したり、展開したり、
31:02	contributing? What painoints do you have?	貢献したりしていますか？ どのような痛みがありますか ？ 現状の
31:03	>> I'd say pain points are right now interoperability uh with other chains.	課題は、 他のチェーンとの相互運用性にあると言えるでしょう。
31:09	Um, we are working with Vlabs and you can think of it similar to the CCTP that	ええと、私たちはVlabsと協力していますが、
31:15	Circle does uh crosschain transfer protocol basically for anybody that	Circleが行っているCCTP（クロスチェーン転送 プロトコル）に似ていると考えてください
31:19	doesn't know what that means. Um, and we're working to actually we already	。それが何を意味するのか知らない人のために簡単に説明すると、CCTPのことです。 ええと、 私たちは実際に
31:23	have a live live ability to be able to transfer USDM over into the midnight	USDMをミッドナイトチェーンに移行できるライブ機能を既に実装できるよう取り組んでいます
31:28	chain. Um, midnight chain's really not uh completely ready for uh assets of	。 ええと、ミッドナイトチェーンはまだ 資産価値を完全に扱う準備ができていませんし
31:33	value yet, nor are they really uh kind of pushing that. uh it's still maybe	、積極的にそうしようとしているわけでもありません 。 ええと、まだ
31:39	about 2 3 months off. Uh but the idea is to be able to you know transfer value	2、3ヶ月くらい先だと思います。 ええと、そのアイデアは、 価値 …を
31:43	over into another chain and do it in relatively safe manner. I hate using a	別のチェーンに 比較的安全な方法で移転できるようにすることです。 私は、
31:47	bridge uh in any way or the name bridge in in any way just simply because of the	橋をいかなる形であれ使用すること、あるいは橋という名前をいかなる 形であれ使用することが嫌いです。それは単純に、
31:52	amount of exploits that have happened uh over the years uh with bridges. Um so	長年にわたって橋で発生した不正行為の数々があるからです。 ええと、
31:57	this is similar to a bridge. It's a little different messaging service. So	これは橋に似ています。 これは 少し変わったメッセージングサービスです。 ですから、その
32:00	think about it in that particular way. Uh but uh we'd love to be able to see	ように考えてみてください。 ええと、でも、
32:04	more interoperability with other chains. So as far as a roadmap goes, that's one	他のチェーンとの相互運用性がもっと高まれば嬉しいですね。 ロードマップに関しては、現在
32:08	thing that we're working on. Vlabs has been able to facilitate that for us. Uh	取り組んでいることの一つです。 Vlabsのおかげで、 それが実現できました。 ええ、それは
32:12	which has been great. Um payment solutions is another uh we have MBX is a	素晴らしいことでした。 ええと、決済 ソリューションは、MBXが
32:17	u strategic partner. They're also a co-issuer of USDM and uh they're working	戦略的パートナーであるもう1つのものです。 彼らは USDMの共同発行者でもあり、
32:23	along with us on a relationship with Visa Flex. Uh Visaflex is a new style or	Visa Flexとの関係構築においても私たちと協力しています。 Visaflexは、新しい支払い方法、あるいは
32:30	new way of being able to make payments. So you can think about it in a way where	新しい支払いスタイルです。 つまり、
32:33	you show up with your Visa Flex card. you're at the grocery store,	Visa Flexカードを持って行くようなものだと考えてください。 あなたはスーパーマーケットにいて、
32:36	everything's going through, but turns out you don't have enough money in your	すべて順調に進んでいるのに、銀行口座 に十分なお金がないことに気づく
32:39	bank account. So, a isn't going to work right at that moment, right? So, you can	。 つまり、 その時点ではaはうまく機能しないということですよね？ ですから、
32:42	instead use uh the credit portion of that as well. Or you might even have	代わりにそのクレジット部分もご利用いただけます 。 あるいは、
32:48	points on there based on a closed loop uh system that they've got for rewards	-
32:52	based on shopping there for loyalty, things like that nature, right? And so	そこで買い物をすることで得られるロイヤルティ報酬など、クローズドループシステムに基づいたポイントが付与される場合もあるかもしれませんね。 そのため、
32:55	all these can be incorporated into that and USCM will be custodied there in	これらすべてをそこに組み込むことができ、 USCMはそこで保管され、
33:00	order to be able to be used. So giving utility to people who are holding USCM	使用できるようになる。 つまり、 USCMを保有している人々に有用性を与えることは、
33:04	that has been one of the main goals uh in in my mind that we need in order to	-
33:09	make USM attractive in order for it to um for other people to adopt it. Uh so	USMを魅力的にして 他の人々が採用できるようにするために必要な主要な目標の1つだと私は考えています。 ええと、
33:15	MBX has been a a really great partner in that regard. Uh there's a couple other	その点においてMBXは本当に素晴らしいパートナーでした。 ええと、
33:19	companies we're working with now that solely work in payment solutions and	現在弊社が提携している企業の中には、 決済ソリューションのみを専門に扱っていて、
33:23	they will custody the assets for you. Uh so you don't even have to create the	お客様の資産を保管してくれる会社がいくつかあります。 ええと、変換を行うため
33:26	vault the private vault necessary in order to be able to do the conversions	に必要なプライベート金庫を作成する必要すらありません。そして、
33:29	and they convert it into any fiat that they're currently available to be able	現在利用可能なあらゆる法定通貨に変換して、利用可能な
33:33	to in the markets they're available in uh and USDM can be utilized there. So	市場で利用できるようにします。USDMも そこで利用できます。 つまり、
33:38	that's giving further utility to USDM uh as a saving point. Um so on on the road	USDM …は 節約ポイントとしてさらに有用性を持つということです。 ええと、ロード
33:43	map we're working there also working within the governance structure uh	マップに沿って作業を進めており、
33:46	within Cardano's ecosystem. uh we are working with intersect MBO and others	カルダノのエコシステム内のガバナンス構造内でも作業しています。 ええと、私たちは インターセクトMBOや、例えばAlphaGoのような
33:52	that are getting grant funding say for example even like yourselves right with	助成金を受けている他の企業と協力しています。そこには
33:55	AlphaGo for example uh where there's a certain structure the way it works it's	特定の構造があり、
33:59	called the TRC or Treasury reserve contract typically what happens is a	TRCまたは財務省準備 契約と呼ばれています。通常、
34:03	grant proposal gets something uh gets the funding in and then it's held there	助成金の提案が何らかの資金を受け取り、
34:06	until they hit their deliverables and they get dispersal you know what happens	成果物を達成して分配されるまで資金はそこに保持されます。
34:09	during that particular time well you know you potentially uh use USDM or I	その特定の期間に何が起こるかは、
34:14	think USDCX right now currently in order to be safe be able sit in and hedge	安全を確保し、下落リスクをヘッジするために、USDMまたは現在ではUSDCXを使用する可能性があります
34:19	against downside. Uh especially when you're sitting in a maybe a six or 12	。 特に、 6ヶ月または12ヶ
34:24	month uh deliverable period uh and the volatility of a particular asset like	月の納品期間にいて、
34:28	ADA isn't exactly something you want to you want to sit in for very long. Um	ADAのような特定の資産の変動性が、それほど 長く続くことを望むものではない場合。 ええと、
34:33	this also helps the ecosystem grow because if the grant uh person who	これはエコシステムの成長にも役立ちます。 なぜなら …、
34:37	receives the grant funding gets something that is of stable value the	助成金を受け取る人が、常に 安定した価値を持つものを手に入れれば、
34:41	entire time they can definitely achieve all the deliverables that they need to	必要な成果物を確実にすべて達成できるからです
34:45	to meet. if they don't and ADA goes down in value and they choose ADA instead and	。 もし彼らがそうせず、ADAの 価値が下がり、代わりにADAを選んだ場合、ADAの価値は
34:50	it drops by 50%. How does that work? You know, when they're able to try when	50%下落する。 それはどういう仕組みですか？ ほら 、彼らが
34:54	they're trying to pay people, you know, with a a volatile asset, right, like	人々に支払いをしようとするとき、つまり、 不安定な資産を使って支払おうとするとき、そうでしょう？
34:57	that. So, these are all these are all spots that we're currently working on.	これらはすべて、 現在私たちが取り組んでいる場所です。
35:01	And then there's a few others that we're working on as well.	そして、他にもいくつか現在取り組んでいるプロジェクトがあります 。
35:03	>> It's amazing. Yeah, we're we're going through that challenge right now and	素晴らしいですね。 ええ、私たちは今まさに その課題と機会に取り組んでおり、
35:06	that opportunity of like going to make sure to uh hedge the exposure to ADA so	ADAへのエクスポージャーを確実にヘッジして、
35:10	we can successfully get through the prime project um for the year. and we	今年の主要プロジェクトを成功裏に完了できるようにしています。 そして、
35:14	had a little bit of a bump in price which is which is awesome but helpful	価格が少し上昇しました。これは 素晴らしいことですが、役に立つことです。上がったものは
35:17	>> what goes up yeah >> can't go down right so we gota we got to	下がらないので、
35:20	do hedging that's that's awesome James Marco this has been great thank you for	ヘッジを行う必要があります。 これは素晴らしいことです。ジェームズ・マルコ、
35:23	uh joining uh a dose of alpha today we're going to stick around and do a	今日は素晴らしい時間でした。アルファのドーズに参加していただきありがとうございます。私たちはもう少し残って、
35:28	couple cardono prime updates before we go what's the best way to reach you get	カルドノプライムのアップデートをいくつか行います。 あなたたちに連絡する最良の方法は何ですか？
35:32	a hold of you guys >> yeah so mana global is your best spot	はい、マナグローバルが最良の場所です。
35:35	that you can go you can also go in uh through my exac account at blockjack	また …、 ブロックジャック2017の私の正確なアカウントからもアクセスできます。
35:40	2017 reach me there uh we also have an app It's at app a.mmonetta.global.	そこで私に連絡してください。また、 アプリもあります。app a.mmonetta.globalです。
35:46	Uh there you can go in and mint. We're available in 20 states. Uh if you can't	ええと、そこに入ってミントを入手できます。 当社は 20州でサービスを提供しています。
35:51	get us through our app, then you can go to MBX. They are actually pretty much	アプリから連絡が取れない場合は、 MBX にアクセスしてください。 実際、それらはほぼ
35:56	worldwide. Uh worldwide. So uh anybody that's looking to be able to mint USM,	世界中に存在している。 ええと、世界中で。 ええと、 USMをミントしたい方は、
36:01	you can reach uh you can go ahead and mint through MBX as well through our	MBXを通じて、または当社の
36:04	partners. So, um, that's probably our best spots for for anybody that's	パートナーを通じてミントすることができます。 つまり、
36:08	interested in minting USDM and then putting to work in our DeFi EOS	USDMをミントして、それを DeFi EOSエコシステムで活用することに興味のある方にとって、おそらくこれが最適な場所でしょう
36:13	ecosystem. Please, please, please mint USDM and go into our DeFi space like	。 どうか、どうか、USDMを発行して、
36:19	Strike, like Bodega, like Fluid, and others that are working their asses off	StrikeやBodega、Fluidなど、
36:23	here in this ecosystem to try and give the best possible UIUX to its users. Uh,	このエコシステムで ユーザーに最高のUI/UXを提供しようと懸命に努力している他のDeFiプラットフォームのように、私たちのDeFi分野に参入してください。 ええ、
36:28	and they're using USM on a regular basis in order to be able to do that. So,	そして彼らはそれを実現するためにUSMを定期的に利用しているんです 。 ですから、彼らを
36:32	we're excited to have them as partners. And uh so the the more the marrier when	パートナーとして迎えられることを大変嬉しく思っています。 ですから、
36:36	it comes to that and adding liquidity there would be absolutely amazing.	その点に関しては多ければ多いほど良いですし、そこに流動性を加えることは 本当に素晴らしいことです。
36:38	>> It's awesome. James Marco, thank you for joining the dose of Alpha.	最高だ。 ジェームズ・マルコさん、 アルファの教えにご参加いただきありがとうございます。
36:41	>> Thanks guys. >> Great to see you guys.	ありがとう、みんな。 皆さんに会えて嬉しいです。 気をつけて
36:42	>> Take care. >> It's awesome. All right, Eric, as we	。 最高だ。 さて、エリック、
36:44	move on to the next segment, that was really cool. And the a lot of people	次のコーナーに移りましょう。 本当に素晴らしかったです。 そして、
36:48	think in the world like things just happen. It takes two people, you know,	世の中には物事がただ 起こるものだと考える人がたくさんいる。 必要なのは2人、つまり既成概念を
36:52	it takes people just willing to like break the mold and say, "Okay, I want to	打ち破って「よし、
36:55	I want to get this out there. I want to hedge exposure. I want to like get	これを世に出したい。 リスクをヘッジしたい。DeFi
36:58	involved with the DeFi ecosystem." Like things just don't happen. It takes the	エコシステムに関わりたい」と言える人です。 まるで 物事が起こらないかのように。
37:01	will of people to just like push and push and push and iterate. It's uh it's	人々がひたすら努力し、努力し、努力し、 そして繰り返していく意志が必要なのです。 それは、ええと、
37:06	inspiring. >> Yeah. And building things that are, you	刺激的です。 うん。 そして、
37:08	know, Mika compliant, genius compliant, and constantly moving around. It's uh	ミカの要求に応え、天才の要求にも応え、 常に動き回っているようなものを作る。 それは、
37:12	takes funding, resources, partnerships, um and a heck of a lot of willpower in a	資金、リソース、パートナーシップ、 そして、リモートワークというだけでなく
37:17	a place where it's not just remote work, but it's like remote from everyone else	、これまで一緒に
37:20	you're ever working with work. All right, let's um there's been some	仕事をしてきたすべての人から離れた場所で、非常に強い意志を必要とするものです。 さて 、ソーシャルメディアでは
37:23	chatter out on the socials about what's going on with uh Cardono Prime and Alpha	Cardono PrimeとAlpha
37:27	Growth and uh let's why don't we take like five or 10 minutes here to like go	Growthの現状についていろいろと話題になっているので、 ここで5分か10分ほど時間を取って、私たちが
37:31	over some highle stuff that we've been working on and uh and drive some uh	取り組んできた主な内容について説明し、
37:36	transparent exposure. I think we should do this more often like to be like	透明性を高めていきたいと思います。 フランクみたいに、 もっと頻繁にこういうことをするべきだと思うんだけど、
37:38	frank, you know what I mean? >> Yeah, I I think we're we're setting	わかる？ ええ、私たちは
37:41	things up so that we can uh every two weeks come out on Cardono uh over coffee	2 週間ごとにカルドノの番組に出演して、コーヒーを飲みながら、そこで解説できるように準備を進めているところです
37:45	uh and you know be available there and give some breakdowns there. I know Yoda	。 ヨーダが
37:50	did a good job of opening up the DREApp council to D5 participants as well where	DREApp 評議会をD5の参加者にも開放してくれたのは素晴らしいことだと思います。
37:54	we're going to do like a monthly like more deep dive that's for more than just	-
37:57	the operating group. Um yeah, I we need to get more people being more social,	運営グループだけでなく、もっと多くの人が参加できるような、より詳細な議論を毎月行う予定です。 ええ、もっと多くの 人がもっと社交的になる必要があると思います
38:01	but uh it's been it's been cooking, man. It's been fun.	が、まあ、うまくいっていますよ。 楽しかったよ 。
38:03	>> Yeah, I was in um San Francisco this yesterday in Monday and yesterday for	ええ、プレゼンテーションのために、昨日 月曜日と昨日、サンフランシスコにいました
38:07	the presentation. Tim Draper got up there and got everybody dancing into the	。 ティム・ドレイパーがステージに上がり、
38:12	uh the pitch competition. That was pretty wild. Some really cool projects.	ピッチコンテストに向けてみんなを踊らせた。 あれは かなり衝撃的だった。 いくつか本当に素晴らしいプロジェクトがあります。 それについては
38:15	We can go over that. I really, you know, sat down with like Draper and the	話し合いましょう。 本当に、 ドレイパー氏や
38:18	Enriion Fund. It was, it was a really cool experience. I mean, they have they	エンリオン・ファンドの方々とじっくり話し合ったんです。 本当に 素晴らしい経験でした。 つまり、彼らは
38:22	have the setup and the infrastructure for like the pipeline, like get a	パイプラインのようなもののためのセットアップとインフラストラクチャを持っていて、
38:26	project like punch them up, get them ready for like investors and investment	プロジェクトを立ち上げて、 投資家や投資のために準備を整え、
38:29	and just like the energy in the room and how much like excitement there was. It	部屋のエネルギーと 興奮の大きさを感じました。 それは
38:34	it was really a beautiful thing. Um, probably like there was there was two	本当に美しい出来事だった。 えーと、特に
38:38	projects in particular that I was like really uh interested in. totally did not	興味があったプロジェクトが2つありました。全く
38:42	expect it, but there's um like a South African payments processing company	予想していなかったのですが、 南アフリカの決済処理会社が
38:47	that's coming to Cardono. So, they have like over 37 stores, like over 10,000	Cardonoに参入する予定です。 つまり、 37以上の店舗があり、1万
38:51	people that have used it. And uh effectively a payment processing, it's a	人以上が利用しているということです。 そして、 実質的には支払い処理であり、それは
38:55	ZAR, which is like South African currency. You know how I love like	南アフリカの 通貨であるZARです。 私が外国通貨をどれほど愛しているか、あなたはご存知でしょう
38:58	foreign currencies. I think that's the rate discovery in foreign currencies is	。 外貨におけるレート発見は、
39:01	going to be amazing. And then being able to bring other foreign currencies uh to	素晴らしいものになると思う。 そして、 他の外貨をカルダノに取り込めるようになることは、
39:05	Cardano is is something I'm very excited for. Um we could go over like that. We	私が非常に楽しみにしていることです 。 ええと、そういう風に話を進めてもいいかもしれませんね。
39:10	could go over the projects. We could go over like the high of level	プロジェクトについて話し合いましょう。
39:12	infrastructure audits, some of the things that we're seeing. Maybe a little	インフラ監査の高レベルな内容や、私たちが目にしているいくつかの 事柄について説明できます。
39:16	bit of like the good, the bad, and the ugly. Um, I'm happy to go any direction.	善玉、悪玉、 醜玉といった感じでしょうか。 ええと、どの方向でも構いません。
39:20	I'll lean lean on you. What do you want to do first?	あなたに頼ります。 まず最初に何をしたいですか ？
39:21	>> So, so our prop I I think most people um don't see all three phases kind of	ですから、私たちの提案は、ほとんどの人が 3つのフェーズが
39:25	mixing together. They mostly see like, hey, infrastructure audit and then build	混ざり合っているとは考えていないと思います。 彼らは主に、インフラ ストラクチャ監査を行い、その後構築して
39:29	uh and deploy. Uh the infrastructure audit, I think internally we have like	デプロイするという作業を行います。 ええと、インフラ 監査については、
39:32	77 something pages at this point. Yeah. Uh so many video breakdowns, UX	現時点で社内では77ページくらいになっていると思います。 うん。 ええと、たくさんのビデオ分析、UX
39:37	breakdowns, all kinds of stuff. But um uh things that are flagging like we were	分析、あらゆる種類のもの。 しかし、ええと、問題となっているのは、
39:41	aware coming in that there were going to be these hiccups and holdups but it's	こうした問題や遅延が発生することは承知していたものの、
39:45	that everyone has had to build their own infrastructure and they haven't had the	誰もが独自のインフラを構築しなければならず、
39:49	building blocks the Lego pieces that um teams are used to having available and	チームが通常利用できるレゴブロックのような構成要素がなかったことです。
39:53	that means that the barrier of entry for new projects is still incredibly high	つまり、新しいプロジェクトへの参入障壁は依然として非常に 高く、どこから
39:57	because they don't have anywhere to start. So, even things like	始めればよいのか分からないということです。 つまり、
39:59	standardizing like like vault standards or um working with zip 1113 and and	金庫の標準規格のようなものを標準化したり、 zip 1113 と連携したり、
40:04	figuring out how to do more token standards and get those integrated into	トークンの標準規格をさらに増やして、
40:08	distribution partners like wallets and uh bringing in distribution partners	ウォレットなどの流通パートナーに統合したり、
40:11	where there's no like Merkel or Turtle Clubs of the world. Um it's it's a lot.	Merkel や Turtle Club のような流通パートナーがいない地域に流通パートナーを取り込んだりすることなどです。 ええと、それはたくさんあります。
40:16	Um but we're finding that out now and we're already sprinting with um just	ええと、でも私たちは今まさにそれを発見しているところで、すでに
40:19	brilliant partners. I was in a call today with uh I think four different	素晴らしいパートナーたちと全力で取り組んでいます。 今日は、4つの異なる
40:22	apps representing like how to best like tackle the whole vault standardization	アプリの担当者と電話会議をしました。彼らは、 Vaultの標準化
40:26	stuff and scooper standardization stuff so that it can work for everybody.	やScooperの標準化といった問題にどう取り組むのが最善か、そしてそれが 誰にとってもうまく機能するようにするにはどうすればよいかについて話し合いました。
40:30	>> Yeah. Yeah. I think like if you kind of think about like some of the strategy	うん。 うん。 例えば、
40:33	like bringing it out into the public is uh is like there's major challenges,	それを一般に公開するという戦略について考えてみると、 大きな課題があると思いますよね
40:37	right? So one of the major challenges is like how much is going to be asset	？ つまり、大きな課題の一つは、
40:40	issuance internally with Cardono and how many assets that we're going to bring	Cardono社内でどれだけの資産を発行し、どれだけの 資産を
40:43	externally, right? So if you kind of want to map that out, the first thing is	外部から調達するかということですよね？ ですから、それを 地図に描き出すとしたら、まず最初に
40:47	the bridge. So we're getting involved with some of the layer zero	橋が見えます。 そこで私たちは、 レイヤーゼロに関する
40:50	conversations trying to figure out how to time that appropriately along with	議論に関わり、
40:54	like the incentivization of different assets. So we're talking about like	さまざまな資産へのインセンティブ付与などと並行して、それをどのように適切なタイミングで行うかを検討しています 。 つまり、リスク
40:58	RWAs, yield bearing assets, some major commodities, you know, think like gold,	加重資産（RWA）、利回りを生み出す資産、主要な 商品、例えば金、
41:03	silver, oil, these types of things. And then we're also having conversations	銀、石油といった類のことです。 そして、特定の
41:06	with uh trying to expand adoption within uh particular nation states and	国家や
41:11	countries. So there's conversations going on with the uh the UAE and some	国々における導入を拡大するために、様々な方面と協議を進めています。 それで、 UAE …や
41:15	other you know stable coins there as well as uh Japan um and and the yen. So	他のいくつかのステーブルコイン、そして 日本と円との間で話し合いが行われています。 つまり、
41:20	things around the Japanese cherry carry trade that are going to go on probably	-
41:23	over the next 6 months to a year. There's going to be a lot of volume a	今後6ヶ月から1年の間に起こりそうな日本のチェリーキャリートレードに関する事柄です。 取引量と価格
41:26	lot of volatility building strategies building products that kind of take	変動が非常に大きくなるため、それをうまく利用する戦略や 商品を構築することが、最優先
41:30	advantage of that is something that's you know front point and center. But	事項となるでしょう 。 しかし、
41:34	basic stuff like oracles, indexers, subgraphs, even even the multi-IG	オラクル、インデクサー、サブグラフといった基本的なもの、さらには私たちが現在行っている マルチIGの
41:39	conversations that we have going on. There's, you know, three or four	会話なども含まれます。
41:41	different multi-yc providers. Which one and why? So, as we bring new projects,	複数年契約を提供するプロバイダーは、3つか4つあります。 どちらを選びますか？ また、その理由は？ ですから、新しいプロジェクトを導入する際には、
41:45	here's your Oracle, here's your bridge, here's your multi-IG, here's your RPC	Oracle、ブリッジ、 マルチ …IG、RPC
41:49	provider. like these types of like blocking and tackling. We need to	プロバイダなど、必要なものがすべて揃っています。 ブロックやタックルといった類のものです。
41:53	streamline it and and they still haven't been 100% figured out what's going to be	それを合理化する必要があるのですが、
41:57	the best and breed chosen per multi-pig per uh indexer, per RPC, per um bridge	マルチピッグ、インデクサー、RPC、ブリッジごとに最適な品種が何であるかをまだ100％解明できていません。それが
42:03	and like that's that's a lot of the blocking and tackling in the	-
42:06	infrastructure audit. Uh there's other things like uh portfolio management um	インフラストラクチャ監査における多くの障害物です。 ええと、 ポートフォリオ管理など他にもありますが、
42:11	we did I don't know I can't should release that or not. There's some	それを公開すべきかどうかわかりません。
42:14	portfolio management stuff coming that which is very interesting like how to do	ポートフォリオ管理に関する 非常に興味深い機能がいくつか登場する予定です。
42:17	like wallet and wallet tracking um that that's necessary. So any kind of	例えば、ウォレットやウォレットの追跡方法など、 必要な機能です。 つまり、
42:21	somebody that's not going to roll their own type of infrastructure um but	独自のインフラストラクチャを構築しないタイプの人、例えば
42:25	they're like a proumer or retail how do they keep track of all their tokens and	プローマーやリテールなどは、どのようにして 自分のトークンをすべて追跡し、それらがどこにあるかを把握するのでしょうか
42:28	where they're at. Uh currently there's not an amazing solution for that. So	。 ええと、今のところ それに対する素晴らしい解決策はありません。 それは
42:32	that's a big one. Um I know I'm missing a ton but like just from like an	大きな問題ですね。 ええと、まだまだたくさん抜けているのは分かっていますが、
42:35	infrastructure high level that's a lot of the work. And then there's kind of	インフラの全体像だけでも、 作業の大部分を占めています。 そして、そこには大きく分けて
42:39	two different components. there's kind of a high-risk highreward uh type of	2つの異なる要素があります。 ハイ リスク・ハイリターンの
42:44	strategies and components and maybe venture style bets if you will, but in	戦略や要素、あるいは ベンチャー投資のようなものもあるでしょうが、
42:49	working with Orion and working with uh the Cardano Foundation on what do they	Orion …や Cardano Foundationと協力して、彼らはどのような
42:53	have in their pipeline? And then there's how do we turn DeFi into like	パイプラインを持っているのでしょうか？ そして、 DeFiをいかにして
42:58	sustainable yield products as well. Eric, you want to talk a little bit	持続可能な利回り商品に変えていくかという問題もあります。 エリック、
43:01	about that? Yeah, I I we just talked with, you know, James and Marco about,	それについて少し話してみないか？ ええ、 ジェームズとマルコと、
43:04	you know, the dichotomy between security and scalability and how do we get things	セキュリティ とスケーラビリティの二律背反について、そして、よりスケーラブルでありながら、セキュリティを損なわないようなものを作るにはどうすればよいかについて話し合ったところです
43:08	that are, you know, more scalable but not so scalable they're not secure. And	。 そして、
43:11	this is what they'll call yield coins where you're able to get these, you	これが利回りコインと呼ばれるもので 、
43:15	know, higher yielding opportunities but things that don't blow up or you you're	より高い利回りを得られる機会が得られる一方で、価格が 急騰したり、
43:18	able to track the redemption or the windfall type stuff. Uh that's more	償還や 臨時収入のようなものを追跡したりできるものです。 ええと、それは
43:21	aggressive than things like T- billill yield which are common and and are	T-ビリル収量のようなものよりも攻撃的で、それらは 一般的で、
43:24	difficult to do cool things like looping and are less interesting. Uh so we have	ループのようなクールなことをするのが難しく、あまり 面白くありません。 ええと、
43:28	some really cool um deal flow pipeline um that we're seeing with with	-
43:32	reinsurance. Uh we're also um yeah I was in San Francisco as well. So both of us	再保険に関して、本当に素晴らしい案件の流れがいくつか見えてきています。 ええと、私も サンフランシスコにいました。 それで、私たち二人は
43:37	have have done gotten to meet the Draper team and worked on establishing that	ドレイパーの チームと会って、
43:40	pipeline so we can all work together uh in kind of a unified direction and there	皆が統一された方向で協力できるようにパイプラインを確立するために取り組みました。 そこ …で
43:44	I was able to meet some hedge funds that are doing some really really cool deal	私は、非常に素晴らしいディールフローを行っているヘッジファンドと会うことができ、それを
43:48	flow that I was able to talk about bringing to Cardono um and making	カルドノに持ち込んでアクセスし
43:51	accessible decentralizing it. basically take these bulk deals that are usually	やすく分散化することについて話し合うことができました。 基本的に、 通常 …は
43:55	reserved for niches and private companies um and private banks even and	ニッチな分野や民間 企業、さらには民間銀行向けに確保されているこれらの一括取引を、
43:59	make it accessible to the general public who can kind of bootstrap and come in	一般の人々がアクセスできるようにし、
