Block//45 - Lace Wallet Interview with Nate Strang
Time	Subtitle	Machine Translation
35:14	>> Okay. >> But not all lizards can can change	。 しかし、すべてのトカゲが体色を変えられるわけではない
35:17	colors. >> Not not all lizards can adapt and	。 すべてのトカゲが適応して
35:19	camouflage themselves. >> No. All lizards	身を隠せるわけではない。 いいえ。すべてのトカゲはそれができますが、
35:21	>> can can iguanas do that actually or is that just chameleons?	イグアナも実際にそれができるのでしょうか？それとも カメレオンだけでしょうか？ 私もそう
35:24	>> That's what I thought. >> No.	思いました。 いいえ。
35:26	iguanas can't change colors. So, >> but like he can change colors, so that's	イグアナは体色を変えることはできません。 でも、 彼は色を変えられるから、それは
35:31	cool. Dave is a special kind of iguana. >> Well, Dave came with some spray paint.	すごいよね。 デイブは特別な種類のイグアナだ。 ええと、デイブはスプレー塗料を持ってきました。
35:36	>> Dave actually came out of the research lab down the street, right?	デイブは実は、すぐ近くの研究 室から出てきたんだよね？
35:39	>> Oh, [laughter] of Jurassic World.	ああ、[笑い] ジュラシック・ワールドの。
35:40	>> So, he's got some special special skills.	つまり、彼は特別な スキルを持っているということだ。 わかった
35:42	>> Okay. Yeah, he can he can uh he can change with the theme of the future lace	。 ええ、彼は 未来のレースウォレットのテーマに合わせて変更できます
35:47	wallets.	。
35:52	>> He's about to eat my private parts. [laughter]	彼は私の局部を食べようとしている。 [笑い]
35:57	Did Dave sign a waiver, by the way? >> About to get a mouthful, Dave.	ところで、デイブは免責同意書にサインしたの？ デイブ、これから口いっぱいに何か食べさせられるぞ。
36:02	[laughter]	[笑い声]
36:05	Handcuff.	手錠。
